"","cas_prihoda","dolzina_opravila","dolzina_opravila_noise"
"1",7.29486218473973,4.73581992299834,4.72876621697283
"2",5.28440390510445,5.21830305608763,5.20325874703073
"3",4.4608156455863,4.0483882754376,4.06605913353103
"4",0.510709226131439,5.01705565002908,5.02431272791534
"5",10.8249610582913,5.83184276482179,5.84232825729648
"6",0.512924544513226,6.28621364233155,6.2879545478009
"7",5.13814934698825,5.79889242107471,5.78966382423002
"8",1.68995792804462,4.09218697841084,4.09118041219132
"9",3.95545802061412,4.72435547053619,4.71401997896629
"10",1.55543037503958,6.49196250995096,6.49186301734313
"11",9.34894993105784,3.75450600698921,3.7499522911012
"12",4.60591393576642,5.33173209155561,5.33204827153916
"13",9.70184763724361,5.90481451943073,5.91775857008206
"14",0.186403362202683,4.08913715547711,4.08106175866568
"15",8.97268075480124,4.19370735735826,4.18061865902481
"16",0.701874965801835,6.06133665549265,6.0506234187681
"17",8.68862069299003,5.50932502936218,5.51993180952764
"18",0.314561052247882,5.07269413774945,5.08087800723056
"19",0.189383967481197,3.88129865935475,3.88258409651229
"20",2.49651918187737,6.3058327071861,6.30188393854327
"21",10.5425273845519,3.36241559441985,3.36986448365407
"22",10.1878671864594,5.04359270165952,5.04659526185459
"23",2.74531478434801,5.08329201940863,5.10386038654367
"24",0.805785020813346,3.28243492645269,3.27657717597068
"25",0.572319805744058,6.41989662165421,6.39658187786551
"26",1.68172353878617,5.37638882433422,5.36967274356063
"27",21.9832164707938,4.84754756243942,4.83665820967283
"28",3.8327444566596,5.022870466167,5.02690117043131
"29",2.03965120017529,4.00025201198685,3.99430896528055
"30",6.54478216154553,4.8354580434244,4.83933924011103
"31",5.51399864239578,3.41423096098619,3.40764383445849
"32",7.10799349810848,4.69721019771255,4.69182455796803
"33",0.476373091340065,6.24123836784088,6.2332415828914
"34",0.495329571760515,2.7809922386817,2.7940953483977
"35",3.18582381663804,5.8770822447912,5.87150014809365
"36",1.26984452269971,5.6435484342886,5.63008141386706
"37",6.49029967900286,5.55668209896955,5.55501022029946
"38",4.3852458123441,4.74774337492778,4.75346296123485
"39",1.28511365375483,5.33579237288487,5.32524280001926
"40",3.93671063689475,4.45854906799321,4.4500087027084
"41",3.12156956338752,5.02385322807173,5.03091799778836
"42",19.0204299231222,3.78153117413666,3.77138455766424
"43",19.4510509434501,5.01703177850453,5.010656103455
"44",0.260351683944464,5.8486399408567,5.84733976596371
"45",0.980676850812649,4.90221582718863,4.89885454005344
"46",3.06339628977661,6.51128085881987,6.50111450790224
"47",0.675515931099653,5.83597619215624,5.86031198634185
"48",4.49172432703858,3.74382314803063,3.73600087802028
"49",1.43500673957169,3.98324401263887,3.99271782756098
"50",9.881295851859,6.3066387610069,6.31268092164527
"51",1.2160468287766,3.40950570697005,3.42062243618456
"52",6.37606669928799,4.78647634093243,4.77946333681542
"53",0.0139341467622695,4.98830419780012,4.98317824673463
"54",2.63960396498442,6.6246616414228,6.6128373621838
"55",4.5270488707531,5.05448135133463,5.0564489289797
"56",4.08458408696537,4.71880617461419,4.70480494833369
