"","cas_prihoda","dolzina_opravila","dolzina_opravila_noise"
"1",0.678722169532451,6.5109195629874,6.49925385751655
"2",8.84122518399611,4.62318935128974,4.61253344548586
"3",10.6836004177655,6.59625945254023,6.58062163202952
"4",3.83293603716378,5.47977789161832,5.49134326158982
"5",0.149074105545878,3.13182614894712,3.14014662023284
"6",1.2960406113416,3.9066517240888,3.90437843717455
"7",5.28187171725516,4.65977015043741,4.66243152405413
"8",0.814041400126263,4.9933582410216,4.98959121383576
"9",4.0909035092402,5.89303391041534,5.91744755670429
"10",1.20696373656392,4.06426299893458,4.05630960776203
"11",2.90085721371656,3.63484160789524,3.63429283315813
"12",3.00617076690034,4.66586925023679,4.66837066346533
"13",0.940109803483875,4.65455615617507,4.66073858911073
"14",4.31952454877977,4.52387774411139,4.52215150908493
"15",4.11298761500006,5.29098471560007,5.26874571285997
"16",5.16904659069664,3.95146073392424,3.93882459007453
"17",5.01242141781335,5.50436847267294,5.50795576163265
"18",2.21856559067965,3.52137021787684,3.52125976309219
"19",1.2051319854986,4.74136202644214,4.73195553481596
"20",5.1724986246038,5.43633245697993,5.43517420375836
"21",3.97822315229063,5.15363238189979,5.14548269481109
"22",2.05669718421996,5.94199650911079,5.94441914391939
"23",8.03132960911761,4.93422715770795,4.91997617376062
"24",1.68896977975965,5.58399743708201,5.5876568483125
