"","cas_prihoda","dolzina_opravila","dolzina_opravila_noise"
"1",7.40115943517456,11.8315430442375,11.8257287017782
"2",0.259245129302144,1.57851302670669,1.5909629756477
"3",4.34240609390621,8.42756104188138,8.43446757336752
"4",0.0819852948188782,6.94751771406868,6.94334689678246
"5",2.33756549097598,1.52697961902652,1.52208145888893
"6",3.56635936916826,11.0844400555056,11.0820172416584
"7",15.0917070215604,8.97587009136155,8.97433930243675
"8",2.2393148560077,2.558987452871,2.56289140502034
"9",4.37663283554797,9.450904647436,9.45929790693966
"10",4.0560108309794,6.1254419843049,6.13502866495203
"11",1.57341335713863,3.39645819926866,3.4078161949735
"12",4.43041755987291,6.8008476347733,6.79159000324266
"13",5.27145380882506,10.5473986722227,10.5633348444226
"14",3.70106710104232,1.5310745191429,1.51691484993944
"15",1.91383163644243,4.44011662647375,4.41863192606685
"16",2.06302754363249,8.96851587223333,8.96666617127728
"17",1.5327109079808,8.16976694934064,8.17268485699988
"18",4.16061331314926,7.01171068657277,7.00753018258492
"19",1.52385339140892,7.94474872646594,7.94659647111784
"20",6.45558519627819,5.54404134026439,5.54153278714855
"21",0.382626524747791,2.01178919316561,2.0021960289361
"22",11.6918545358612,5.74451079101879,5.72830762452261
"23",4.45286311937456,14.0574043142317,14.0656294471454
"24",4.83572597412353,3.64467953542516,3.6457666621218
"25",1.61451903916895,8.80497382192778,8.81810032988899
"26",0.621596066281199,6.53128275756045,6.53235138134706
"27",0.526714008301497,10.32022566272,10.3346731752926
"28",4.64739681763535,6.71626198166231,6.71276373704849
"29",0.455373676493764,2.72652518528114,2.72449540963513
"30",0.754783511439492,7.68918952948726,7.69762276816347
"31",1.4079653006047,6.39837469724852,6.40971759687423
"32",0.822515653238972,8.15763717284474,8.14629571206695
"33",0.386681126105902,9.19933238419241,9.19154538210672
"34",2.4138056691736,10.4922351488938,10.4880723840952
"35",4.13735868392472,2.79686628539367,2.79328435797038
"36",0.378407422453165,8.52415375474194,8.50734135016988
"37",13.5689166479542,1.74594680919533,1.75052245143914
"38",1.48147868178785,2.34852362910264,2.35055212718413
"39",0.208132548257709,4.11482528255412,4.11884368389174
"40",4.93901214731817,1.51109179894693,1.50247716200034
"41",4.92150105146651,4.36349373768005,4.35420815843394
"42",3.69157150743489,14.6901582332114,14.6829692271891
"43",0.226330026984215,12.0176260982918,12.0134781925967
"44",1.8258054535836,2.67082786131526,2.67077118238386
